LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2035429-DCA,Active,NYCBCH LLC,,4005,BROADWAY,QUEENS,NY,11103,Unenclosed,165,8,16,50039494,40.759023822001566,-73.91868184264085,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,1378-2016-ASWC,Unenclosed,165,8,16,Application Review Completed,05/31/2016,09/15/2018,,02/09/2016,Ready For Review,02/09/2016,Approved,04/29/2016,Pending Review,02/09/2016,Review Period Expired,03/31/2016,Recommendation Issued,04/11/2016,SWC Public Hearing,03/30/2016,Approved,05/31/2016,Approved,05/31/2016,Issued,05/31/2016
1382062-DCA,Active,753 WASHINGTON TRATTORIA INC.,,753,WASHINGTON ST,NEW YORK,NY,10014,Unenclosed,267,10,24,41491940,40.73687192207751,-74.00814787501065,102,3,http://www.nyc.gov/manhattancb2,32901-2015-RSWC,Unenclosed,267,10,24,Application Review Completed,03/22/2016,12/15/2017,05/14/2016,12/11/2015,Ready For Review,12/11/2015,Approved,02/01/2016,Pending Review,12/11/2015,Review Period Expired,01/29/2016,Waived,01/29/2016,,,Approved,03/22/2016,Approved,03/22/2016,Issued,03/22/2016
1280169-DCA,Inactive,S.A.V. ASSOCIATES INC.,TURKVAZ,2637,BROADWAY,NEW YORK,NY,10025,Unenclosed,264,16,32,40749081,40.79734599970638,-73.97029716670221,107,6,http://www.nyc.gov/mcb7,14311-2014-RSWC,Unenclosed,264,16,32,Application Review Completed,08/20/2015,09/15/2016,,08/27/2014,Ready For Review,08/27/2014,Approved,08/29/2014,,,Recommend Approval,10/21/2014,Recommendation Issued,10/21/2014,SWC Public Hearing,,Review Period Expired,06/01/2015,Approved,07/20/2015,Issued,07/29/2015
1423540-DCA,Active,"ASTORIA RESTAURANT GROUP, INC",WILLIAM HALLET,3610,30TH AVE,ASTORIA,NY,11103,Unenclosed,118,6,12,41597549,40.764641261929924,-73.91720573283033,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,3750-2017-RSWC,Unenclosed,118,6,12,Application Review Completed,01/31/2017,12/15/2018,02/28/2017,01/24/2017,Ready For Review,01/24/2017,Approved,,Proceed,01/31/2017,Recommend Approval,01/31/2017,Waived,01/31/2017,,,Approved,01/31/2017,Approved,01/31/2017,Issued,01/31/2017
2006951-DCA,Active,"HIGHLANDERS 756, INC",VYNL,756,9TH AVE,NEW YORK,NY,10019,Unenclosed,104,9,18,50047043,40.76388543540415,-73.98844106403808,104,3,http://www.nyc.gov/mcb4,4475-2016-RSWC,Unenclosed,104,9,18,Application Review Completed,06/28/2016,04/15/2018,,03/21/2016,Ready For Review,03/21/2016,Approved,06/07/2016,Pending Review,03/21/2016,Review Period Expired,05/12/2016,Waived,05/25/2016,,,Approved,06/28/2016,Approved,06/28/2016,Issued,06/28/2016
1467744-DCA,Active,1111 AVE K INC.,CAFE K,1111,AVENUE K,BROOKLYN,NY,11230,Enclosed,243,9,17,40740251,40.622546924418856,-73.96444922602934,314,44,http://www.cb14brooklyn.com,1467744-ASWC,Enclosed,243,9,17,Pending Review,02/21/2017,03/31/2017,03/31/2017,05/13/2015,,,Issued Temp Op Letter,,Proceed,12/16/2016,Review Period Expired,12/16/2016,Recommendation Issued,12/16/2016,,,Review Period Expired,02/16/2017,Pending Review,02/16/2017,,
2039426-DCA,Active,ALI BABA'S TERRACE INC,ALI BABAS TERRACE,862,2ND AVE,NEW YORK,NY,10017,Unenclosed,150,6,12,41354676,40.75236245171506,-73.97013676008048,106,4,http://cbsix.org,5365-2016-ASWC,Unenclosed,150,6,12,Application Review Completed,08/23/2016,09/15/2018,,04/27/2016,Ready For Review,04/27/2016,Approved,04/27/2016,Pending Review,04/27/2016,Review Period Expired,06/17/2016,Recommendation Issued,06/23/2016,SWC Public Hearing,06/15/2016,Review Period Expired,07/14/2016,Approved,07/25/2016,Issued,08/23/2016
1425933-DCA,Active,CREDENCE LLC,BAREBURGER,170,7TH AVE,BROOKLYN,NY,11215,Unenclosed,380,16,32,41603460,40.67191517668589,-73.9776097585372,306,39,http://www.brooklyncb6.org/,11223-2016-RSWC,Unenclosed,380,16,32,Application Review Completed,08/26/2016,09/15/2018,,08/26/2016,Ready For Review,08/26/2016,Approved,,Proceed,08/26/2016,Review Period Expired,08/26/2016,Waived,08/26/2016,,,Approved,08/26/2016,Approved,08/26/2016,Issued,08/26/2016
2044905-DCA,Active,EVOO GROUP LLC,PESCATORE,955,2ND AVE,NEW YORK,NY,10022,Unenclosed,144,6,12,50056268,40.75537846139868,-73.9683884339168,106,4,http://cbsix.org,16605-2016-ASWC,Unenclosed,144,6,12,Application Review Completed,03/09/2017,04/15/2017,02/15/2017,10/20/2016,Ready For Review,10/20/2016,Approved,10/20/2016,Pending Review,10/20/2016,Pending Review,10/20/2016,Pending Review,10/20/2016,,,Pending Review,10/20/2016,Approved,03/09/2017,Issued,03/09/2017
,Inactive,PLJ REST. CORP.,,1814,2ND AVE,NEW YORK,NY,10128,Unenclosed,,19,40,40930674,40.782714156576965,-73.947977298262,108,5,http://www.cb8m.com/,735-2017-ASWC,Unenclosed,,19,40,Pending Review,02/22/2017,,,02/22/2017,Application Voided,02/02/2017,Under Review,02/22/2017,Pending Review,02/22/2017,Pending Review,02/22/2017,Pending Review,,SWC Public Hearing,04/12/2017,Pending Review,,Pending Review,,Pending Review,
1459639-DCA,Active,GENMARK RESTAURANT INC.,BARKING DOG,1453,YORK AVE,NEW YORK,NY,10075,Unenclosed,320,9,17,41717853,40.770454931402,-73.9514527319677,108,5,http://www.cb8m.com/,32011-2015-RSWC,Unenclosed,320,9,17,Application Review Completed,04/07/2016,09/15/2018,,12/04/2015,Ready For Review,12/04/2015,Approved,02/01/2016,Pending Review,12/04/2015,Review Period Expired,01/24/2016,Waived,01/29/2016,,,Approved,04/07/2016,Approved,04/07/2016,Issued,04/07/2016
2025204-DCA,Active,DUMBO REAL ESTATE HOLDINGS LLC,STARBUCKS,228,DUFFIELD ST,BROOKLYN,NY,11201,Unenclosed,139,6,16,50034907,40.691483799210964,-73.98452669091326,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,5958-2015-ASWC,Unenclosed,139,6,16,Application Review Completed,12/15/2015,12/15/2017,,05/01/2015,Ready For Review,05/06/2015,Approved,07/08/2015,Pending Review,05/06/2015,Recommend Approval,06/24/2015,Recommendation Issued,06/24/2015,SWC Public Hearing,,Approved,12/15/2015,Approved,12/15/2015,Issued,12/15/2015
1252836-DCA,Active,RIZ BAGELS INC.,,5720,WOODSIDE AVE,WOODSIDE,NY,11377,Enclosed,306,8,23,41253988,40.745576668175794,-73.90696565399676,402,26,http://www.cb2queens.org/,20879-2015-RSWC,Enclosed,306,8,23,Application Review Completed,06/11/2015,05/15/2017,,06/11/2015,Ready For Review,06/11/2015,Approved,,,,,,,,,,,,,,Issued,06/11/2015
1249100-DCA,Active,P & A 665 RESTAURANT CORP.,GALAXY DINER,665,9TH AVE,NEW YORK,NY,10036,Unenclosed,364,13,38,41151163,40.76122599331492,-73.99081314259539,104,3,http://www.nyc.gov/mcb4,34152-2015-RSWC,Unenclosed,364,13,38,Application Review Completed,04/07/2016,12/15/2017,04/15/2016,12/23/2015,Ready For Review,12/23/2015,Approved,02/18/2016,Pending Review,12/23/2015,Review Period Expired,02/12/2016,Waived,02/18/2016,,,Approved,04/07/2016,Approved,04/07/2016,Issued,04/07/2016
1079412-DCA,Active,C.A.P. RESTAURANT CORP.,SOMBRERO MEXICAN RESTAURANT,303,W 48TH ST,NEW YORK,NY,10036,Unenclosed,195,6,11,40826386,40.76126409323658,-73.98736580771653,104,3,http://www.nyc.gov/mcb4,31629-2016-RSWC,Unenclosed,195,6,11,Application Review Completed,12/20/2016,12/15/2018,,12/19/2016,Ready For Review,12/19/2016,Approved,,Proceed,12/19/2016,Review Period Expired,12/19/2016,Waived,12/19/2016,,,Approved,12/19/2016,Approved,12/19/2016,Issued,12/20/2016
2011289-DCA,Active,IL POSTO TRATTORIA RUSTICA CORP,CAFE TABU,227,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,149,7,14,41704868,40.86599415267531,-73.92731490159821,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,19370-2016-RSWC,Unenclosed,149,7,14,Pending Review,03/16/2017,04/27/2017,04/27/2017,11/10/2016,Ready For Review,11/10/2016,Issued Temp Op Letter,11/15/2016,Pending Review,11/10/2016,Review Period Expired,01/05/2017,Waived,02/23/2017,,,Review Period Expired,03/16/2017,Pending Review,,Pending Review,
2009866-DCA,Active,CEDAR DRIVE LLC,MOHAWK TAVERN,1241,PROSPECT AVE,BROOKLYN,NY,11218,Unenclosed,173,10,22,50008750,40.65257786929572,-73.97593323230537,307,39,http://www.brooklyncb7.org/,11993-2016-RSWC,Unenclosed,173,10,22,Application Review Completed,12/08/2016,09/15/2018,,09/09/2016,Ready For Review,09/09/2016,Approved,10/17/2016,Pending Review,09/09/2016,Recommend Approval,10/12/2016,Waived,10/14/2016,,,Approved,12/08/2016,Approved,12/08/2016,Issued,12/08/2016
2021902-DCA,Inactive,RISOTTERIA WEST LLC,RISOTTERIA,375,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,157,10,20,,40.78219694976742,-73.97874621857865,107,6,http://www.nyc.gov/mcb7,2621-2015-ASWC,Unenclosed,157,10,20,Application Review Completed,06/10/2015,12/15/2017,,03/09/2015,Ready For Review,03/09/2015,Approved,03/09/2015,,,Recommend Approval,04/30/2015,Recommendation Issued,04/30/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,06/06/2015,Issued,06/10/2015
,Inactive,"BLF BIG APPLE, LLC",,33,GREENWICH AVE,NEW YORK,NY,10014,Regular Unenclosed/Small Unenclosed,,18,36,50059464,40.73487677429013,-74.00033196725192,102,3,http://www.nyc.gov/manhattancb2,1014-2017-ASWC,Regular Unenclosed/Small Unenclosed,,18,36,Pending Review,02/01/2017,,,01/27/2017,Ready For Review,01/27/2017,Under Review,02/01/2017,Pending Review,02/01/2017,Pending Review,02/01/2017,Pending Review,,SWC Public Hearing,03/22/2017,Pending Review,,Pending Review,,Pending Review,
1381569-DCA,Active,PPB PUB LTD,MEXIQ,3711,30TH AVE,ASTORIA,NY,11103,Unenclosed,390,10,30,41515837,40.764635036373534,-73.91618773366986,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,24894-2015-RSWC,Unenclosed,390,10,30,Application Review Completed,11/04/2015,09/15/2017,,08/04/2015,Ready For Review,08/04/2015,Approved,09/29/2015,Pending Review,08/07/2015,Review Period Expired,09/27/2015,Waived,09/29/2015,,,Approved,11/04/2015,Approved,11/04/2015,Issued,11/04/2015
1280168-DCA,Active,2888 BROADWAY LLC,,2888,BROADWAY,NEW YORK,NY,10025,Unenclosed,212,16,32,41322119,40.805480005095156,-73.96540627445589,109,7,http://www.cb9m.org,12412-2016-RSWC,Unenclosed,212,16,32,Application Review Completed,09/16/2016,09/15/2018,,09/16/2016,Ready For Review,09/16/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,09/16/2016
1271565-DCA,Active,"MAGNOLIA COLUMBUS AVENUE, LLC",,200,COLUMBUS AVE,NEW YORK,NY,10023,Enclosed,365,15,34,41282506,40.77574433559995,-73.98020694196362,107,6,http://www.nyc.gov/mcb7,19659-2015-RSWC,Enclosed,365,15,39,Application Review Completed,06/04/2015,05/15/2017,08/31/2015,05/26/2015,Ready For Review,05/26/2015,Approved,05/28/2015,Proceed,06/04/2015,Recommend Approval,06/04/2015,Waived,06/04/2015,,,Review Period Expired,09/29/2015,Approved,11/05/2015,Issued,06/04/2015
1466561-DCA,Active,"CMH BBQ HOLDINGS, LLC",MIGHTY QUINN'S BARBEQUE,103,2ND AVE,NEW YORK,NY,10003,Unenclosed,247,11,21,41704296,40.72763280567833,-73.98863496548103,103,2,http://www.nyc.gov/manhattancb3,16345-2015-RSWC,Unenclosed,247,11,21,Application Review Completed,08/20/2015,04/15/2017,09/01/2015,04/15/2015,Ready For Review,04/15/2015,Approved,06/10/2015,,,Review Period Expired,06/05/2015,Waived,06/05/2015,,,Approved,07/10/2015,Approved,07/10/2015,Issued,07/15/2015
0623018-DCA,Active,P.J. COFFEE SHOP INC.,CLARKS RESTAURANT,80,CLARK ST,BROOKLYN,NY,11201,Enclosed,479,18,40,40381551,40.69736668406427,-73.99332111467835,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,8493-2016-RSWC,Enclosed,479,18,40,Application Review Completed,05/23/2016,05/15/2018,,05/23/2016,Ready For Review,05/23/2016,Approved,,Proceed,05/23/2016,Recommend Approval,05/23/2016,Waived,05/23/2016,,,Approved,05/23/2016,Approved,05/23/2016,Issued,05/23/2016
2023875-DCA,Active,"FLK, INC",SUSHI MAMBO,431,W 202ND ST,NEW YORK,NY,10034,Unenclosed,268,12,24,50012857,40.86133443870121,-73.92019443082762,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,4739-2015-ASWC,Unenclosed,268,12,24,Application Review Completed,08/20/2015,04/15/2017,,04/14/2015,Ready For Review,04/14/2015,Approved,06/09/2015,,,Review Period Expired,06/03/2015,Recommendation Issued,06/03/2015,SWC Public Hearing,,Approved,07/10/2015,Approved,07/10/2015,Issued,08/12/2015
2026146-DCA,Inactive,HHLP UNION SQUARE ASSOCIATES LLC,SINGL,132,4TH AVE,NEW YORK,NY,10003,Unenclosed,287,14,32,50036462,40.73341339409471,-73.99008450026136,102,2,http://www.nyc.gov/manhattancb2,7381-2015-ASWC,Unenclosed,287,14,32,Application Review Completed,10/01/2015,09/15/2017,,05/26/2015,Ready For Review,05/26/2015,Approved,07/28/2015,Pending Review,05/27/2015,Recommend Approval,06/22/2015,Recommendation Issued,07/15/2015,SWC Public Hearing,,Approved,10/01/2015,Approved,10/01/2015,Issued,10/01/2015
1355808-DCA,Active,149 SECOND AVE. REST. INC.,The 13th Step,149,2ND AVE,NEW YORK,NY,10003,Unenclosed,215,6,22,41468453,40.729543014289106,-73.98728162060404,103,2,http://www.nyc.gov/manhattancb3,21259-2016-RSWC,Unenclosed,215,6,22,Application Review Completed,11/21/2016,12/15/2018,12/31/2016,11/18/2016,Ready For Review,11/18/2016,Approved,,Proceed,11/18/2016,Recommend Approval,11/21/2016,Waived,11/21/2016,,,Approved,11/21/2016,Approved,11/21/2016,Issued,11/21/2016
2015893-DCA,Inactive,SOUTH BEACH RESTAURANT & BAR LLC,,1390,SAINT NICHOLAS AVE,NEW YORK,NY,10033,Unenclosed,166,4,16,41704653,40.848300481275515,-73.93425599093615,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,10723-2014-ASWC,Unenclosed,166,4,16,Application Review Completed,04/14/2015,09/15/2016,,08/04/2014,Ready For Review,08/05/2014,Approved,08/05/2014,,,,,,,,,Approved,04/14/2015,Approved,04/14/2015,Issued,04/14/2015
0974443-DCA,Active,"SAC'S PIZZA PLACE, INC.",SAC'S PLACE,2541,BROADWAY,ASTORIA,NY,11106,Enclosed,346,15,35,40389115,40.76303986178643,-73.92762940915803,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,108-2013-RSWC,Enclosed,346,15,35,Application Review Completed,06/03/2015,05/15/2017,,05/08/2015,,,Approved,,Proceed,03/31/2015,Recommend Approval,04/28/2015,Recommendation Issued,04/28/2015,SWC Public Hearing,,Approved,05/29/2015,Approved,05/29/2015,Issued,06/03/2015
1347910-DCA,Active,LEITRIM PUB INC.,,351,W 57TH ST,NEW YORK,NY,10019,Unenclosed,136,8,18,30191841,40.76782917344457,-73.98455588496766,104,3,http://www.nyc.gov/mcb4,21365-2016-RSWC,Unenclosed,136,8,18,Application Review Completed,11/18/2016,12/15/2018,,11/18/2016,Ready For Review,11/18/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,11/18/2016
2024515-DCA,Active,003 VENUS TACOS LLC,,705,9TH AVE,NEW YORK,NY,10019,Unenclosed,124,6,12,50035651,40.76258730681645,-73.98987078634028,104,3,http://www.nyc.gov/mcb4,5526-2015-ASWC,Unenclosed,124,6,12,Application Review Completed,08/19/2015,04/15/2017,,04/28/2015,Ready For Review,04/24/2015,Approved,06/22/2015,,,Review Period Expired,06/17/2015,Recommendation Issued,06/17/2015,SWC Public Hearing,,Approved,07/10/2015,Approved,07/10/2015,Issued,07/29/2015
2019224-DCA,Active,INNOVATION KITCHENS LLC,DOMINIQUE ANSEL KITCHEN,137,7TH AVE S,NEW YORK,NY,10014,Unenclosed,405,5,24,50033715,40.73479715899679,-74.00203149282102,102,3,http://www.nyc.gov/manhattancb2,726-2015-ASWC,Unenclosed,405,5,24,Application Review Completed,05/06/2015,12/15/2017,05/23/2015,01/21/2015,Ready For Review,01/21/2015,Approved,01/29/2015,,,Recommend Denial,02/24/2015,Recommendation Issued,03/10/2015,SWC Public Hearing,,Approved,04/21/2015,Approved,04/27/2015,Issued,05/06/2015
2008446-DCA,Active,TABLE 87 GOWANUS NYC LLC,,473,3RD AVE,BROOKLYN,NY,11215,Unenclosed,328,6,24,50006794,40.670662677400344,-73.99148170237817,306,39,http://www.brooklyncb6.org/,10649-2016-RSWC,Unenclosed,328,6,24,Application Review Completed,12/07/2016,09/15/2018,,08/12/2016,Ready For Review,08/12/2016,Approved,10/17/2016,Pending Review,08/15/2016,Review Period Expired,10/05/2016,Waived,10/14/2016,,,Approved,12/07/2016,Approved,12/07/2016,Issued,12/07/2016
1323624-DCA,Active,"SHARAKU, INC.",,14,STUYVESANT ST,NEW YORK,NY,10003,Enclosed,254,9,18,40397520,40.729705154591166,-73.98924076607051,103,2,http://www.nyc.gov/manhattancb3,19356-2015-RSWC,Enclosed,254,9,18,Application Review Completed,10/20/2015,05/15/2017,,05/18/2015,Ready For Review,05/18/2015,Approved,09/09/2015,Proceed,07/24/2015,Review Period Expired,08/05/2015,Waived,09/08/2015,,,Approved,10/19/2015,Approved,10/19/2015,Issued,10/20/2015
2006620-DCA,Inactive,"MUCHMORE'S CAFE, LLC",MUCHMORE'S,2,HAVEMEYER ST,BROOKLYN,NY,11211,Unenclosed,135,4,16,41604541,40.716537637686116,-73.95286279639414,301,33,http://www.nyc.gov/brooklyncb1,7097-2017-RSWC,Unenclosed,135,4,16,Pending Review,02/13/2017,12/15/2016,,02/12/2017,Ready For Review,02/13/2017,Under Review,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1257387-DCA,Active,"GEORGE'S SCC, INC.",GEORGES RESTAURANT,3000,BUHRE AVE,BRONX,NY,10461,Enclosed,511,11,44,41249600,40.84687396041047,-73.83201996359172,210,13,http://www.nyc.gov/html/bxcb10/html/home/home.shtml,113-2013-RSWC,Enclosed,511,11,44,Application Review Completed,07/31/2015,05/15/2017,,06/02/2015,,,Approved,,Proceed,02/03/2015,Review Period Expired,04/20/2015,Recommendation Issued,04/20/2015,SWC Public Hearing,,Review Period Expired,06/01/2015,Approved,07/10/2015,Issued,07/31/2015
1285652-DCA,Inactive,ARDIAN CORP.,TAVERNA KLYCLADES,3307,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,338,14,22,40901879,40.77602835205683,-73.90882227062532,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,34094-2014-RSWC,Unenclosed,338,14,22,Application Review Completed,05/21/2015,12/15/2016,06/30/2015,12/23/2014,Ready For Review,12/23/2014,Approved,12/24/2014,,,Recommend Approval,02/12/2015,Recommendation Issued,02/12/2015,SWC Public Hearing,,Approved,04/14/2015,Approved,04/14/2015,Issued,05/21/2015
2041096-DCA,Active,"1600 AMSTERDAM HARLEM GROUP, LLC",FUMO ITALIAN FOOD & PIZZA,1600,AMSTERDAM AVE,NEW YORK,NY,10031,Unenclosed,226,12,24,50047472,40.821388528937234,-73.95065322448619,109,7,http://www.cb9m.org,3156-2016-ASWC,Unenclosed,226,12,24,Application Review Completed,02/01/2017,09/15/2018,11/30/2016,03/17/2016,Ready For Review,03/17/2016,Approved,08/01/2016,Pending Review,03/17/2016,Review Period Expired,05/07/2016,Recommendation Issued,05/16/2016,SWC Public Hearing,05/04/2016,Approved,02/01/2017,Approved,02/01/2017,Issued,02/01/2017
2023537-DCA,Active,ELORA 272 INC,ELORA SPANISH MEXICAN RESTAURANT INC.,272,PROSPECT PARK W,BROOKLYN,NY,11215,Unenclosed,202,9,20,50034665,40.658483049677486,-73.98229973676317,307,38,http://www.brooklyncb7.org/,26295-2015-RSWC,Unenclosed,202,9,20,Application Review Completed,12/30/2015,04/15/2018,,09/15/2015,Ready For Review,09/15/2015,Approved,10/15/2015,Pending Review,09/15/2015,Review Period Expired,10/15/2015,Waived,10/15/2015,,,Approved,12/30/2015,Approved,12/30/2015,Issued,12/30/2015
2000560-DCA,Active,FEYA INC.,HARMONY TERRACE,47-57,41  STREET,QUEENS,NY,11104,Enclosed,321,10,20,50003072,40.74033829055046,-73.92374591413405,402,26,http://www.cb2queens.org/,340-2013-ASWC,Enclosed,321,10,20,Application Review Completed,08/19/2015,05/15/2017,,05/29/2015,Ready For Review,10/23/2013,Approved,06/09/2015,Proceed,04/06/2015,Recommend Approval,05/21/2015,Recommendation Issued,06/05/2015,SWC Public Hearing,,Approved,08/10/2015,Approved,08/10/2015,Issued,08/13/2015
2007742-DCA,Active,NITEHAWK BROOKLYN LLC,NITEHAWK CINEMA,136,METROPOLITAN AVE,BROOKLYN,NY,11249,Unenclosed,266,14,28,41591414,40.715984000249605,-73.96251997637962,301,34,http://www.nyc.gov/brooklyncb1,2191-2017-RSWC,Unenclosed,266,14,28,Pending Review,01/17/2017,04/15/2017,04/15/2017,01/17/2017,Ready For Review,01/17/2017,Under Review,03/17/2017,Pending Review,01/17/2017,Review Period Expired,03/09/2017,Waived,03/15/2017,,,Filed Recommendation,03/17/2017,Pending Review,,Pending Review,
1435666-DCA,Active,"BARE CITY TWO, LLC",BAREBURGER,85,2ND AVE,NEW YORK,NY,10003,Unenclosed,131,4,14,41636189,40.726806686820545,-73.98918350758831,103,2,http://www.nyc.gov/manhattancb3,10130-2016-RSWC,Unenclosed,131,4,14,Application Review Completed,08/15/2016,09/15/2018,,07/27/2016,Ready For Review,08/08/2016,Approved,,Proceed,08/15/2016,Review Period Expired,08/15/2016,Waived,08/15/2016,,,Approved,08/15/2016,Approved,08/15/2016,Issued,08/15/2016
1418049-DCA,Active,MZ RESTAURANT GROUP LLC,BURGER CLUB,3202,30TH AVE,ASTORIA,NY,11102,Unenclosed,383,9,34,41620030,40.766254778302226,-73.92054662520329,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,10769-2016-RSWC,Unenclosed,383,9,34,Application Review Completed,08/17/2016,09/15/2018,09/30/2016,08/17/2016,Ready For Review,08/17/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,08/17/2016
1420358-DCA,Active,1431 FIRST AVENUE CORP.,NUMERO 28,1431,1ST AVE,NEW YORK,NY,10021,Unenclosed,180,6,16,41642694,40.76939688998423,-73.95496984831233,108,5,http://www.cb8m.com/,5118-2017-RSWC,Unenclosed,180,6,16,Application Review Completed,01/31/2017,12/15/2018,,01/31/2017,Ready For Review,01/31/2017,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,01/31/2017
1092103-DCA,Active,"RAJMAR HOLDINGS, INC.",HUDSON BAR AND BOOKS,636,HUDSON ST,NEW YORK,NY,10014,Unenclosed,80,4,8,40573715,40.73861774685098,-74.00538755364295,102,3,http://www.nyc.gov/manhattancb2,26204-2015-RSWC,Unenclosed,80,4,8,Application Review Completed,12/08/2015,09/15/2017,10/31/2015,09/11/2015,Ready For Review,09/11/2015,Approved,10/27/2015,Pending Review,09/14/2015,Recommend Approval,10/26/2015,Waived,10/27/2015,,,Approved,12/08/2015,Approved,12/08/2015,Issued,12/08/2015
1142288-DCA,Active,OLD HEIDELBERG CORP.,,1648,2ND AVE,NEW YORK,NY,10028,Unenclosed,228,12,24,40880188,40.77741575862903,-73.95185927073229,108,5,http://www.cb8m.com/,18176-2015-RSWC,Unenclosed,228,12,24,Application Review Completed,08/26/2015,12/15/2017,08/30/2015,05/04/2015,Ready For Review,04/28/2015,Approved,07/08/2015,,,Review Period Expired,06/24/2015,Waived,06/24/2015,,,Approved,08/17/2015,Approved,08/17/2015,Issued,08/26/2015
